,Trend,Date,Common Words,Common Pairs,Positive Score,Negative Score
49,pennsylvania,04/13/2017,"[(u'delaware', 70), (u'county', 63), (u'i69', 36), (u'closed', 22), (u'traffic', 12), (u'tanker', 11), (u'lane', 9), (u'sr', 9), (u'one', 8), (u'open', 8)]","[((u'delaware', u'county'), 62), ((u'i69', u'closed'), 13), ((u'closed', u'delaware'), 12), ((u'i69', u'delaware'), 11), ((u'one', u'lane'), 7), ((u'lanes', u'i69'), 6), ((u'awareness', u'drug'), 4), ((u'sr', u'332'), 4), ((u'build', u'awareness'), 4), ((u'sr', u'32'), 4)]",0.28,0.09
50,eagles,04/14/2017,"[(u'happy', 10), (u'good', 8), (u'friday', 8), (u'day', 6), (u'everyone', 5), (u'thank', 4), (u'great', 4), (u'one', 4), (u'today', 4), (u'lets', 3)]","[((u'good', u'friday'), 5), ((u'friday', u'everyone'), 4), ((u'happy', u'good'), 3), ((u'frequency', u'hearing'), 2), ((u'hearing', u'effect'), 2), ((u'radio', u'frequency'), 2), ((u'good', u'morning'), 2), ((u'child', u'raping'), 1), ((u'today', u'one'), 1), ((u'interrupt', u'festivities'), 1)]",0.77,0.24
51,media,04/14/2017,"[(u'36', 71), (u'isis', 70), (u'killed', 27), (u'militants', 23), (u'moab', 22), (u'kill', 14), (u'afghan', 13), (u'bombs', 12), (u'members', 10), (u'military', 10)]","[((u'36', u'isis'), 62), ((u'isis', u'militants'), 21), ((u'killed', u'36'), 18), ((u'kill', u'36'), 12), ((u'mother', u'bombs'), 10), ((u'afghan', u'officials'), 10), ((u'isis', u'members'), 10), ((u'moab', u'killed'), 8), ((u'isis', u'fighters'), 8), ((u'militants', u'afghan'), 8)]",0.24,0.47
52,min,04/14/2017,"[(u'trailer', 22), (u'panel', 12), (u'minutes', 12), (u'today', 9), (u'ready', 8), (u'live', 7), (u'jedi', 6), (u'waiting', 6), (u'last', 6), (u'stream', 5)]","[((u'last', u'jedi'), 6), ((u'star', u'wars'), 4), ((u'live', u'stream'), 3), ((u'united', u'airlines'), 2), ((u'im', u'ready'), 2), ((u'waiting', u'trailer'), 2), ((u'may', u'force'), 2), ((u'refresh', u'refresh'), 2), ((u'jedi', u'panel'), 2), ((u'trailer', u'dropping'), 2)]",0.44,0.11
53,space,04/14/2017,"[(u'remember', 6), (u'2016', 5), (u'back', 5), (u'year', 4), (u'selfie', 4), (u'two', 4), (u'summer', 3), (u'best', 3), (u'fun', 3), (u'great', 3)]","[((u'selfie', u'two'), 4), ((u'next', u'year'), 2), ((u'platonic', u'wifes'), 2), ((u'awesome', u'trip'), 2), ((u'cant', u'wait'), 2), ((u'two', u'platonic'), 2), ((u'already', u'cant'), 2), ((u'2004', u'2'), 2), ((u'wait', u'next'), 2), ((u'two', u'great'), 2)]",0.47,0.15
54,blandino,04/14/2017,"[(u'dean', 74), (u'blandino', 73), (u'nfl', 40), (u'officiating', 32), (u'cbs', 21), (u'resigns', 18), (u'leaving', 12), (u'vp', 11), (u'head', 10), (u'planning', 9)]","[((u'dean', u'blandino'), 72), ((u'blandino', u'resigns'), 17), ((u'officiating', u'dean'), 14), ((u'nfl', u'officiating'), 12), ((u'head', u'officiating'), 9), ((u'blandino', u'leaving'), 9), ((u'blandino', u'theres'), 8), ((u'vp', u'officiating'), 8), ((u'nfl', u'head'), 8), ((u'planning', u'hire'), 8)]",0.28,0.2
55,trail,04/14/2017,"[(u'fine', 7), (u'love', 7), (u'im', 7), (u'women', 6), (u'beautiful', 6), (u'friday', 5), (u'yall', 4), (u'girl', 4), (u'week', 4), (u'one', 3)]","[((u'next', u'week'), 2), ((u'fine', u'woman'), 2), ((u'last', u'week'), 2), ((u'celebrate', u'fine'), 2), ((u'feeling', u'real'), 1), ((u'world', u'check'), 1), ((u'catch', u'tag'), 1), ((u'pants', u'line'), 1), ((u'\u248c', u'dean'), 1), ((u'good', u'friday'), 1)]",0.61,0.15
56,via,04/14/2017,"[(u'joseph', 54), (u'jakubowski', 53), (u'manifesto', 45), (u'captured', 25), (u'wisconsin', 24), (u'trump', 24), (u'suspect', 21), (u'threatening', 21), (u'manhunt', 21), (u'wanted', 19)]","[((u'joseph', u'jakubowski'), 52), ((u'manifesto', u'trump'), 21), ((u'threatening', u'manifesto'), 18), ((u'thefts', u'threatening'), 18), ((u'wanted', u'weapons'), 17), ((u'weapons', u'thefts'), 17), ((u'jakubowski', u'wanted'), 17), ((u'trump', u'captured'), 16), ((u'manhunt', u'suspect'), 15), ((u'suspect', u'sent'), 14)]",0.11,0.89
57,pie,04/14/2017,"[(u'bell', 7), (u'times', 4), (u'house', 3), (u'blurst', 2), (u'one', 2), (u'2b', 2), (u'best', 2), (u'tolls', 2), (u'great', 2), (u'mythology', 2)]","[((u'best', u'times'), 2), ((u'blurst', u'times'), 2), ((u'bell', u'tolls'), 2), ((u'animal', u'fart'), 2), ((u'house', u'seven'), 2), ((u'times', u'blurst'), 1), ((u'art', u'meal'), 1), ((u'northern', u'tights'), 1), ((u'two', u'tities'), 1), ((u'doubting', u'may'), 1)]",0.21,0.12
58,love,04/14/2017,"[(u'brett', 75), (u'brown', 74), (u'ben', 18), (u'simmons', 16), (u'bryan', 12), (u'colangelo', 12), (u'sixers', 11), (u'coach', 10), (u'live', 10), (u'feel', 7)]","[((u'brett', u'brown'), 73), ((u'ben', u'simmons'), 16), ((u'bryan', u'colangelo'), 12), ((u'brown', u'bryan'), 9), ((u'coach', u'brett'), 7), ((u'point', u'guard'), 5), ((u'press', u'conference'), 4), ((u'colangelo', u'seasonending'), 3), ((u'hc', u'brett'), 3), ((u'conference', u'live'), 3)]",0.63,0.32
59,chad,04/14/2017,"[(u'chad', 72), (u'carr', 69), (u'hard', 57), (u'drives', 55), (u'family', 45), (u'2', 42), (u'arrested', 36), (u'photos', 35), (u'recovered', 31), (u'stolen', 27)]","[((u'chad', u'carr'), 66), ((u'hard', u'drives'), 55), ((u'2', u'arrested'), 35), ((u'photos', u'chad'), 25), ((u'carr', u'recovered'), 19), ((u'carr', u'family'), 19), ((u'recovered', u'2'), 18), ((u'drives', u'family'), 18), ((u'family', u'hard'), 17), ((u'stolen', u'hard'), 15)]",0.09,1.16
60,plant,04/14/2017,"[(u'korea', 74), (u'usnorth', 44), (u'china', 31), (u'says', 29), (u'break', 28), (u'could', 28), (u'conflict', 28), (u'moment', 28), (u'clouds', 21), (u'warns', 21)]","[((u'usnorth', u'korea'), 44), ((u'break', u'moment'), 28), ((u'korea', u'conflict'), 28), ((u'conflict', u'could'), 28), ((u'could', u'break'), 28), ((u'moment', u'says'), 27), ((u'korea', u'standoff'), 21), ((u'clouds', u'usnorth'), 20), ((u'china', u'warns'), 20), ((u'warns', u'clouds'), 20)]",0.2,0.76
61,million,04/14/2017,"[(u'36', 67), (u'state', 55), (u'islamic', 55), (u'afghanistan', 35), (u'fighters', 34), (u'killed', 30), (u'bomb', 19), (u'bombs', 16), (u'mother', 16), (u'us', 15)]","[((u'islamic', u'state'), 55), ((u'36', u'islamic'), 55), ((u'state', u'fighters'), 28), ((u'fighters', u'killed'), 27), ((u'mother', u'bombs'), 16), ((u'large', u'blast'), 12), ((u'afghanistan', u'36'), 12), ((u'killed', u'large'), 12), ((u'kills', u'36'), 11), ((u'state', u'militants'), 11)]",0.4,0.29
62,back,04/14/2017,"[(u'rich', 76), (u'homie', 76), (u'quan', 31), (u'back', 16), (u'new', 11), (u'kendrick', 10), (u'album', 9), (u'basics', 5), (u'like', 5), (u'heard', 5)]","[((u'rich', u'homie'), 76), ((u'homie', u'quan'), 31), ((u'new', u'rich'), 9), ((u'homie', u'back'), 7), ((u'quan', u'back'), 6), ((u'back', u'basics'), 5), ((u'video', u'rich'), 3), ((u'old', u'rich'), 3), ((u'homie', u'album'), 3), ((u'kendrick', u'rich'), 3)]",1.25,0.13
63,morning,04/14/2017,"[(u'lincoln', 72), (u'theatre', 66), (u'fords', 63), (u'1865', 51), (u'shot', 45), (u'abraham', 45), (u'president', 32), (u'booth', 25), (u'john', 25), (u'wilkes', 24)]","[((u'fords', u'theatre'), 58), ((u'abraham', u'lincoln'), 43), ((u'lincoln', u'shot'), 36), ((u'shot', u'fords'), 33), ((u'wilkes', u'booth'), 24), ((u'john', u'wilkes'), 24), ((u'president', u'abraham'), 22), ((u'theatre', u'john'), 12), ((u'washington', u'dc'), 11), ((u'us', u'president'), 10)]",0.13,0.09
64,amazing,04/14/2017,"[(u'im', 9), (u'dont', 8), (u'money', 8), (u'lol', 8), (u'lawyer', 7), (u'need', 7), (u'yall', 6), (u'let', 5), (u'get', 5), (u'stop', 5)]","[((u'stone', u'marley'), 5), ((u'nah', u'im'), 2), ((u'stoney', u'trending'), 2), ((u'text', u'messages'), 2), ((u'morehouse', u'doesnt'), 2), ((u'law', u'school'), 2), ((u'cant', u'let'), 2), ((u'much', u'money'), 1), ((u'tremendously', u'good'), 1), ((u'would', u'solidify'), 1)]",0.37,0.43
65,died,04/14/2017,"[(u'finished', 70), (u'jesus', 22), (u'said', 15), (u'death', 11), (u'head', 11), (u'bowed', 11), (u'gave', 10), (u'1930', 10), (u'john', 10), (u'received', 9)]","[((u'said', u'finished'), 12), ((u'bowed', u'head'), 11), ((u'john', u'1930'), 10), ((u'finished', u'bowed'), 9), ((u'head', u'gave'), 9), ((u'gave', u'spirit'), 7), ((u'jesus', u'said'), 6), ((u'spirit', u'john'), 5), ((u'darkness', u'shook'), 4), ((u'shook', u'earth'), 4)]",0.41,0.6
66,strip,04/14/2017,"[(u'bellagio', 71), (u'vegas', 63), (u'las', 59), (u'fire', 45), (u'hotel', 31), (u'firefighters', 26), (u'strip', 25), (u'put', 22), (u'blaze', 20), (u'roof', 14)]","[((u'las', u'vegas'), 57), ((u'bellagio', u'hotel'), 27), ((u'bellagio', u'las'), 22), ((u'vegas', u'strip'), 22), ((u'put', u'blaze'), 19), ((u'blaze', u'bellagio'), 19), ((u'firefighters', u'put'), 19), ((u'fire', u'bellagio'), 13), ((u'hotel', u'las'), 12), ((u'vegas', u'famous'), 8)]",0.27,0.08
67,via,04/14/2017,"[(u'us', 73), (u'poisons', 70), (u'via', 21), (u'36', 16), (u'isis', 16), (u'border', 16), (u'dakota', 12), (u'access', 12), (u'pipeline', 8), (u'trump', 5)]","[((u'poisons', u'us'), 69), ((u'isis', u'border'), 16), ((u'36', u'isis'), 16), ((u'border', u'poisons'), 16), ((u'dakota', u'access'), 12), ((u'us', u'dakota'), 11), ((u'us', u'via'), 9), ((u'access', u'pipeline'), 8), ((u'shallow', u'waters'), 3), ((u'public', u'health'), 3)]",0.16,0.31
68,morning,04/14/2017,"[(u'frankland', 73), (u'howard', 72), (u'lanes', 32), (u'open', 28), (u'bridge', 24), (u'gandy', 21), (u'traffic', 17), (u'nb', 17), (u'crash', 16), (u'several', 15)]","[((u'howard', u'frankland'), 72), ((u'frankland', u'bridge'), 17), ((u'several', u'lanes'), 15), ((u'lanes', u'open'), 13), ((u'lanes', u'howard'), 10), ((u'frankland', u'open'), 9), ((u'open', u'proceed'), 8), ((u'proceed', u'caution'), 8), ((u'caution', u'howard'), 8), ((u'gandy', u'bridge'), 7)]",0.71,0.39
69,vitt,04/14/2017,"[(u'vitt', 73), (u'joe', 73), (u'job', 45), (u'miami', 37), (u'gets', 31), (u'dolphins', 31), (u'family', 28), (u'reunion', 28), (u'adam', 24), (u'gase', 19)]","[((u'joe', u'vitt'), 72), ((u'gets', u'job'), 31), ((u'vitt', u'gets'), 31), ((u'family', u'reunion'), 28), ((u'reunion', u'miami'), 28), ((u'job', u'family'), 28), ((u'adam', u'gase'), 18), ((u'vitt', u'lands'), 14), ((u'job', u'dolphins'), 14), ((u'lands', u'job'), 14)]",0.04,0.11
70,meet,04/14/2017,"[(u'meet', 92), (u'day', 91), (u'today', 13), (u'watch', 5), (u'2', 5), (u'pm', 5), (u'championships', 5), (u'1', 5), (u'invitational', 4), (u'competing', 4)]","[((u'meet', u'day'), 87), ((u'day', u'meet'), 15), ((u'good', u'luck'), 3), ((u'st', u'louis'), 3), ((u'greenville', u'ill'), 2), ((u'day', u'motivation'), 2), ((u'day', u'2'), 2), ((u'ill', u'today'), 2), ((u'today', u'battle'), 2), ((u'hosts', u'naia'), 2)]",0.39,0.04
71,mary,04/14/2017,"[(u'mary', 65), (u'magdalene', 62), (u'prostitute', 18), (u'easter', 17), (u'maligned', 16), (u'except', 15), (u'jesus', 12), (u'story', 9), (u'perspective', 8), (u'stop', 6)]","[((u'mary', u'magdalene'), 60), ((u'prostitute', u'except'), 15), ((u'magdalene', u'maligned'), 15), ((u'maligned', u'prostitute'), 15), ((u'easter', u'mary'), 13), ((u'perspective', u'easter'), 8), ((u'magdalene', u'prostitute'), 3), ((u'slutshaming', u'mary'), 3), ((u'could', u'mary'), 3), ((u'time', u'end'), 3)]",0.41,0.31
72,times,04/14/2017,"[(u'policy', 75), (u'reversals', 75), (u'words', 51), (u'new', 14), (u'york', 14), (u'times', 13), (u'trumps', 10), (u'10point', 10), (u'sign', 9), (u'gerardtbaker', 9)]","[((u'policy', u'reversals'), 75), ((u'reversals', u'words'), 51), ((u'words', u'new'), 14), ((u'new', u'york'), 14), ((u'york', u'times'), 13), ((u'trumps', u'policy'), 10), ((u'gerardtbaker', u'policy'), 9), ((u'reversals', u'sign'), 9), ((u'10point', u'gerardtbaker'), 9), ((u'capital', u'journal'), 5)]",0.0,0.16
73,est,04/14/2017,"[(u'pg', 57), (u'1', 55), (u'black', 42), (u'ice', 42), (u'nike', 36), (u'drops', 29), (u'online', 29), (u'est', 28), (u'10am', 28), (u'available', 20)]","[((u'pg', u'1'), 55), ((u'black', u'ice'), 42), ((u'drops', u'online'), 28), ((u'1', u'drops'), 28), ((u'10am', u'est'), 28), ((u'nike', u'pg'), 22), ((u'1', u'black'), 21), ((u'ice', u'available'), 16), ((u'available', u'via'), 13), ((u'nike', u'pg1'), 11)]",0.08,0.59
74,roosters,04/14/2017,"[(u'seven', 64), (u'new', 15), (u'last', 14), (u'kweli', 13), (u'words', 13), (u'styles', 12), (u'ep', 12), (u'talib', 12), (u'p', 10), (u'christ', 7)]","[((u'seven', u'last'), 14), ((u'last', u'words'), 13), ((u'talib', u'kweli'), 12), ((u'styles', u'p'), 10), ((u'kweli', u'styles'), 10), ((u'ep', u'seven'), 10), ((u'words', u'christ'), 7), ((u'drop', u'new'), 6), ((u'good', u'friday'), 6), ((u'p', u'drop'), 6)]",0.47,0.25
75,index,04/14/2017,"[(u'good', 9), (u'jesus', 9), (u'day', 8), (u'thank', 6), (u'get', 5), (u'friday', 5), (u'happy', 5), (u'time', 5), (u'easter', 4), (u'best', 4)]","[((u'thank', u'jesus'), 3), ((u'good', u'friday'), 3), ((u'thank', u'thank'), 2), ((u'real', u'uses'), 1), ((u'mark', u'1533'), 1), ((u'jesus', u'whipped'), 1), ((u'work', u'good'), 1), ((u'free', u'sins'), 1), ((u'thing', u'better'), 1), ((u'died', u'sins'), 1)]",0.67,0.36
76,poster,04/14/2017,"[(u'poster', 41), (u'teaser', 19), (u'im', 8), (u'amazing', 7), (u'trailer', 6), (u'love', 5), (u'fucking', 4), (u'great', 4), (u'oh', 4), (u'gorgeous', 4)]","[((u'teaser', u'poster'), 17), ((u'poster', u'amazing'), 4), ((u'star', u'wars'), 3), ((u'im', u'going'), 3), ((u'last', u'jedi'), 3), ((u'comes', u'trailer'), 2), ((u'movie', u'poster'), 2), ((u'love', u'love'), 2), ((u'need', u'wall'), 1), ((u'theres', u'gonna'), 1)]",0.45,0.07
77,nc,04/14/2017,"[(u'love', 7), (u'time', 5), (u'seixs', 4), (u'one', 4), (u'look', 3), (u'baby', 3), (u'remember', 3), (u'years', 3), (u'see', 3), (u'people', 3)]","[((u'true', u'meaning'), 2), ((u'see', u'true'), 2), ((u'memorable', u'moment'), 2), ((u'seixs', u'seixs'), 2), ((u'beauty', u'love'), 2), ((u'5', u'years'), 2), ((u'love', u'nature'), 2), ((u'set', u'filming'), 2), ((u'zssasdfsadff', u'seixsw'), 2), ((u'look', u'see'), 2)]",0.6,0.23
78,tim,04/14/2017,"[(u'western', 3), (u'fart', 3), (u'font', 2), (u'world', 2), (u'beam', 2), (u'new', 2), (u'importance', 2), (u'quiet', 2), (u'lol', 2), (u'last', 2)]","[((u'animal', u'fart'), 2), ((u'quiet', u'western'), 2), ((u'western', u'font'), 2), ((u'new', u'dork'), 1), ((u'horton', u'hurts'), 1), ((u'live', u'without'), 1), ((u'two', u'titties'), 1), ((u'thirtynine', u'stops'), 1), ((u'oe', u'beam'), 1), ((u'stops', u'journey'), 1)]",0.12,0.2
79,fighters,04/14/2017,"[(u'36', 75), (u'isis', 73), (u'killed', 30), (u'moab', 21), (u'fighters', 19), (u'us', 15), (u'militants', 13), (u'kill', 10), (u'million', 9), (u'members', 9)]","[((u'36', u'isis'), 63), ((u'killed', u'36'), 19), ((u'isis', u'fighters'), 18), ((u'isis', u'militants'), 13), ((u'isis', u'members'), 9), ((u'kill', u'36'), 7), ((u'mother', u'bombs'), 6), ((u'afghan', u'officials'), 6), ((u'moab', u'killed'), 6), ((u'kills', u'36'), 5)]",0.31,0.44
80,maximise,04/14/2017,"[(u'easter', 15), (u'friday', 11), (u'happy', 11), (u'good', 10), (u'great', 8), (u'weekend', 8), (u'enjoy', 5), (u'bunny', 5), (u'back', 4), (u'going', 3)]","[((u'good', u'friday'), 6), ((u'happy', u'easter'), 5), ((u'lovely', u'people'), 2), ((u'easter', u'weekend'), 2), ((u'easter', u'bunny'), 2), ((u'flight', u'views'), 1), ((u'systems', u'team'), 1), ((u'doesnt', u'love'), 1), ((u'everyone', u'happy'), 1), ((u'eat', u'flight'), 1)]",1.01,0.15
81,resigns,04/14/2017,"[(u'dean', 63), (u'blandino', 56), (u'officiating', 34), (u'nfl', 32), (u'resigns', 27), (u'head', 22), (u'nfls', 13), (u'chief', 10), (u'leaving', 8), (u'vp', 7)]","[((u'dean', u'blandino'), 55), ((u'head', u'officiating'), 15), ((u'officiating', u'resigns'), 14), ((u'blandino', u'resigns'), 13), ((u'nfl', u'officiating'), 13), ((u'nfls', u'head'), 12), ((u'chief', u'dean'), 10), ((u'officiating', u'chief'), 10), ((u'nfl', u'head'), 6), ((u'officials', u'dean'), 6)]",0.17,0.17
82,law,04/14/2017,"[(u'morehouse', 71), (u'law', 36), (u'school', 20), (u'trending', 9), (u'get', 8), (u'got', 6), (u'jd', 6), (u'yall', 5), (u'said', 5), (u'alum', 4)]","[((u'morehouse', u'law'), 20), ((u'law', u'school'), 10), ((u'morehouse', u'trending'), 9), ((u'school', u'law'), 8), ((u'morehouse', u'school'), 7), ((u'jd', u'morehouse'), 4), ((u'morehouse', u'slander'), 3), ((u'stone', u'marley'), 3), ((u'said', u'lawyer'), 3), ((u'need', u'morehouse'), 2)]",0.27,0.24
83,via,04/14/2017,"[(u'jakubowski', 65), (u'joseph', 64), (u'manifesto', 40), (u'captured', 24), (u'via', 24), (u'weapons', 22), (u'wanted', 22), (u'threatening', 22), (u'thefts', 22), (u'wisconsin', 17)]","[((u'joseph', u'jakubowski'), 62), ((u'wanted', u'weapons'), 22), ((u'weapons', u'thefts'), 22), ((u'threatening', u'manifesto'), 22), ((u'thefts', u'threatening'), 22), ((u'jakubowski', u'wanted'), 22), ((u'suspect', u'sent'), 14), ((u'sent', u'manifesto'), 13), ((u'breaking', u'news'), 11), ((u'manifesto', u'via'), 10)]",0.09,0.72
84,man,04/14/2017,"[(u'homie', 73), (u'rich', 72), (u'quan', 23), (u'back', 16), (u'album', 15), (u'new', 14), (u'dropped', 11), (u'old', 8), (u'kendrick', 8), (u'got', 5)]","[((u'rich', u'homie'), 72), ((u'homie', u'quan'), 22), ((u'homie', u'back'), 7), ((u'new', u'rich'), 7), ((u'homie', u'dropped'), 5), ((u'dropped', u'album'), 5), ((u'quan', u'back'), 3), ((u'sound', u'like'), 3), ((u'old', u'rich'), 3), ((u'homie', u'album'), 3)]",1.19,0.19
85,draft,04/14/2017,"[(u'bryan', 75), (u'colangelo', 73), (u'sixers', 20), (u'brown', 18), (u'live', 17), (u'brett', 16), (u'conference', 15), (u'press', 15), (u'endofseason', 10), (u'video', 9)]","[((u'bryan', u'colangelo'), 71), ((u'press', u'conference'), 14), ((u'brett', u'brown'), 14), ((u'brown', u'bryan'), 11), ((u'holds', u'endofseason'), 9), ((u'colangelo', u'holds'), 9), ((u'live', u'video'), 9), ((u'endofseason', u'press'), 8), ((u'sixers', u'bryan'), 7), ((u'video', u'sixers'), 7)]",0.61,0.33
86,duensing,04/14/2017,"[(u'brian', 53), (u'duensing', 52), (u'list', 22), (u'activated', 21), (u'edwards', 21), (u'bereavement', 20), (u'jr', 15), (u'carl', 15), (u'dl', 14), (u'cubs', 12)]","[((u'brian', u'duensing'), 51), ((u'bereavement', u'list'), 17), ((u'duensing', u'activated'), 16), ((u'edwards', u'jr'), 15), ((u'carl', u'edwards'), 15), ((u'jr', u'bereavement'), 10), ((u'activated', u'dl'), 8), ((u'rehab', u'outing'), 8), ((u'racks', u'five'), 6), ((u'strikeouts', u'rehab'), 6)]",0.06,0.55
87,council,04/14/2017,"[(u'football', 59), (u'council', 57), (u'di', 54), (u'ncaa', 48), (u'early', 41), (u'signing', 41), (u'period', 40), (u'approved', 40), (u'college', 39), (u'recruits', 37)]","[((u'di', u'council'), 54), ((u'early', u'signing'), 40), ((u'signing', u'period'), 40), ((u'ncaa', u'di'), 39), ((u'college', u'football'), 38), ((u'period', u'college'), 37), ((u'football', u'recruits'), 37), ((u'approved', u'ncaa'), 37), ((u'recruits', u'approved'), 37), ((u'wire', u'early'), 21)]",0.21,0.05
88,tensions,04/14/2017,"[(u'korea', 72), (u'usnorth', 43), (u'china', 36), (u'could', 35), (u'conflict', 34), (u'break', 33), (u'says', 33), (u'moment', 33), (u'clouds', 29), (u'warns', 27)]","[((u'usnorth', u'korea'), 42), ((u'break', u'moment'), 33), ((u'korea', u'conflict'), 33), ((u'conflict', u'could'), 33), ((u'could', u'break'), 33), ((u'moment', u'says'), 32), ((u'clouds', u'usnorth'), 26), ((u'korea', u'standoff'), 26), ((u'warns', u'clouds'), 26), ((u'china', u'warns'), 26)]",0.09,0.61
89,defeat,04/14/2017,"[(u'finished', 68), (u'jesus', 20), (u'death', 19), (u'friday', 18), (u'said', 12), (u'earth', 10), (u'good', 9), (u'darkness', 9), (u'bc', 9), (u'could', 9)]","[((u'darkness', u'shook'), 9), ((u'could', u'defeat'), 9), ((u'shook', u'earth'), 9), ((u'death', u'could'), 9), ((u'friday', u'death'), 9), ((u'tho', u'darkness'), 9), ((u'finished', u'bc'), 9), ((u'bc', u'tho'), 9), ((u'earth', u'death'), 9), ((u'death', u'friday'), 9)]",0.56,0.71
90,b,04/14/2017,"[(u'lol', 8), (u'man', 6), (u'marley', 5), (u'stone', 5), (u'dont', 5), (u'scam', 5), (u'im', 5), (u'pay', 5), (u'get', 5), (u'money', 4)]","[((u'stone', u'marley'), 5), ((u'dont', u'scam'), 2), ((u'lmao', u'teach'), 2), ((u'im', u'pay'), 2), ((u'money', u'back'), 2), ((u'morehouse', u'trending'), 2), ((u'scroll', u'tl'), 2), ((u'skrr', u'bando'), 1), ((u'back', u'lol'), 1), ((u'marley', u'story'), 1)]",0.36,0.37
91,fighters,04/14/2017,"[(u'36', 72), (u'state', 60), (u'islamic', 59), (u'fighters', 46), (u'afghanistan', 45), (u'killed', 33), (u'bomb', 32), (u'us', 26), (u'massive', 23), (u'kills', 20)]","[((u'islamic', u'state'), 59), ((u'36', u'islamic'), 59), ((u'state', u'fighters'), 42), ((u'kills', u'36'), 20), ((u'fighters', u'killed'), 20), ((u'us', u'bomb'), 18), ((u'massive', u'us'), 17), ((u'bomb', u'kills'), 16), ((u'afghanistan', u'massive'), 15), ((u'killed', u'large'), 12)]",0.39,0.16
92,tree,04/14/2017,"[(u'gilbert', 76), (u'arenas', 75), (u'women', 12), (u'dark', 11), (u'skin', 9), (u'black', 9), (u'ass', 7), (u'still', 6), (u'like', 6), (u'dont', 6)]","[((u'gilbert', u'arenas'), 75), ((u'dark', u'skin'), 6), ((u'dark', u'skinned'), 4), ((u'black', u'ass'), 4), ((u'arenas', u'said'), 4), ((u'arenas', u'still'), 3), ((u'non', u'brown'), 2), ((u'darkskinned', u'woman'), 2), ((u'instagram', u'comments'), 2), ((u'skin', u'attractive'), 2)]",0.31,0.8
93,merely,04/14/2017,"[(u'ncaa', 58), (u'signing', 17), (u'early', 17), (u'10th', 14), (u'assistant', 14), (u'period', 14), (u'approved', 13), (u'football', 12), (u'coach', 10), (u'council', 8)]","[((u'early', u'signing'), 16), ((u'signing', u'period'), 13), ((u'10th', u'assistant'), 13), ((u'assistant', u'coach'), 9), ((u'ncaa', u'approved'), 7), ((u'hire', u'10th'), 6), ((u'teams', u'hire'), 5), ((u'january', u'ncaa'), 4), ((u'approves', u'early'), 4), ((u'let', u'teams'), 4)]",0.43,0.31
94,back,04/14/2017,"[(u'back', 77), (u'tlc', 31), (u'omg', 6), (u'im', 3), (u'like', 3), (u'theyre', 3), (u'yall', 3), (u'ladies', 2), (u'money', 2), (u'yalls', 2)]","[((u'tlc', u'back'), 29), ((u'omg', u'omg'), 3), ((u'used', u'back'), 1), ((u'album', u'back'), 1), ((u'im', u'geeked'), 1), ((u'headline', u'say'), 1), ((u'congratulations', u'ladies'), 1), ((u'loved', u'music'), 1), ((u'next', u'back'), 1), ((u'money', u'war'), 1)]",0.08,0.03
95,longer,04/14/2017,"[(u'okafor', 53), (u'jahlil', 21), (u'brown', 15), (u'summer', 10), (u'backup', 10), (u'hes', 9), (u'colangelo', 8), (u'centers', 6), (u'okafors', 6), (u'cinemas', 6)]","[((u'jahlil', u'okafor'), 16), ((u'showing', u'cinemas'), 6), ((u'backup', u'centers'), 5), ((u'important', u'summer'), 4), ((u'deal', u'comes'), 4), ((u'2nd', u'season'), 3), ((u'sense', u'well'), 3), ((u'comes', u'along'), 3), ((u'ponder', u'future'), 3), ((u'cinemas', u'omugwo'), 3)]",0.88,0.29
96,arrested,04/14/2017,"[(u'chad', 71), (u'carr', 68), (u'2', 50), (u'hard', 49), (u'drives', 47), (u'family', 46), (u'arrested', 42), (u'recovered', 35), (u'photos', 30), (u'stolen', 19)]","[((u'chad', u'carr'), 66), ((u'hard', u'drives'), 47), ((u'2', u'arrested'), 40), ((u'photos', u'chad'), 29), ((u'carr', u'recovered'), 23), ((u'recovered', u'2'), 22), ((u'drives', u'family'), 21), ((u'carr', u'family'), 19), ((u'family', u'hard'), 18), ((u'family', u'photos'), 18)]",0.15,0.96
97,entails,04/14/2017,"[(u'seven', 72), (u'styles', 11), (u'talib', 11), (u'kweli', 10), (u'words', 10), (u'last', 10), (u'p', 7), (u'ep', 6), (u'one', 6), (u'sins', 5)]","[((u'seven', u'last'), 9), ((u'talib', u'kweli'), 9), ((u'last', u'words'), 8), ((u'styles', u'p'), 7), ((u'kweli', u'styles'), 6), ((u'seven', u'deadly'), 4), ((u'deadly', u'sins'), 4), ((u'check', u'seven'), 4), ((u'seven', u'boys'), 3), ((u'good', u'friday'), 3)]",0.47,0.27
98,kendrick,04/14/2017,"[(u'kendrick', 73), (u'album', 35), (u'another', 21), (u'sunday', 21), (u'dropping', 11), (u'easter', 11), (u'drop', 7), (u'like', 6), (u'damn', 6), (u'good', 5)]","[((u'another', u'album'), 18), ((u'album', u'sunday'), 11), ((u'dropping', u'another'), 7), ((u'album', u'easter'), 5), ((u'easter', u'sunday'), 4), ((u'kendrick', u'dropping'), 4), ((u'kendrick', u'died'), 4), ((u'album', u'dropping'), 3), ((u'kendrick', u'dropped'), 3), ((u'new', u'album'), 3)]",0.33,0.28
